Name,Name.1,EntityName,OtherName,DER,ICR,NPM,Dukungan Pemerintah,cluster
Parent and Holding Company,Logistik,PT Pelayaran Nasional Indonesia (Persero),PT Pelni,0.15,272.0,0.01,1,1
